Name,Employee ID,Service Center,Date,Reweigh Total,Reweigh Captured,Reweigh Percentage
Sarah Cook,26413709,SHV,2023-08-22,15,10,0.67
Amy Escobar,24798974,SHV,2023-08-22,2,1,0.5
Latoya Salazar,67499931,OKC,2023-08-22,26,20,0.77
Brenda Anderson,19927556,SHV,2023-08-22,3,1,0.33
Rachel Williams,82865659,FTW,2023-08-22,5,0,0.0
Dana Stewart,60786305,STX,2023-08-22,5,0,0.0
Sandra Harris,96132022,DAL,2023-08-22,7,3,0.43
James Roach,20716601,STX,2023-08-22,7,5,0.71
Anna Arnold,66814478,DAL,2023-08-22,60,58,0.97
Jose Mendoza,69637807,HOU,2023-08-22,6,6,1.0
Charles Lloyd,98201322,OKC,2023-08-22,1,0,0.0
Sheryl Hill,34639709,DAL,2023-08-22,1,1,1.0
David Murray,6339396,DAL,2023-08-22,4,4,1.0
Patricia Jackson,39617078,SHV,2023-08-22,4,4,1.0
Jordan Riggs,45897467,DAL,2023-08-22,3,0,0.0
Gregory Stewart,4886122,HOU,2023-08-22,33,0,0.0
Mark Collier,9309564,OKC,2023-08-22,3,2,0.67
Lauren Singleton,42856486,STX,2023-08-22,112,11,0.1
Ronald Duarte,50493362,SHV,2023-08-22,4,1,0.25
John White,93384238,STX,2023-08-22,4,1,0.25
Sandra Hopkins,48756022,DAL,2023-08-22,38,10,0.26
Jill Perez,18947956,DAL,2023-08-22,6,0,0.0
John Jones,77743148,HOU,2023-08-22,41,29,0.71
Valerie Martinez,11650492,FTW,2023-08-22,6,6,1.0
Chelsea Maddox,66295315,STX,2023-08-22,21,3,0.14
Chase Hammond,23514686,FTW,2023-08-22,38,24,0.63
Dorothy Mcbride,83218580,DAL,2023-08-22,6,4,0.67
Barbara Ryan,17568007,DAL,2023-08-22,15,8,0.53
Lynn Hawkins,87449731,HOU,2023-08-22,10,2,0.2
Clarence Gonzalez,2392005,HOU,2023-08-22,58,56,0.97
Anna Smith,2526554,FTW,2023-08-22,1,1,1.0
Peggy Tate,30840273,FTW,2023-08-22,10,3,0.3
Matthew Miles,88643207,FTW,2023-08-22,30,6,0.2
Ruth Hansen,26410811,OKC,2023-08-22,7,5,0.71
Melissa Jones,92375666,FTW,2023-08-22,38,23,0.61
Jose Lloyd,56962859,FTW,2023-08-22,19,4,0.21
Travis Hernandez,31868090,DAL,2023-08-22,46,22,0.48
Elaine Flores,82308356,OKC,2023-08-22,35,0,0.0
Kiara Williams,9364733,FTW,2023-08-22,15,10,0.67
Erin Johnson,47665349,HOU,2023-08-22,36,23,0.64
Kimberly Lawson,16559716,SHV,2023-08-22,28,10,0.36
Mary Watson,6002164,HOU,2023-08-22,9,6,0.67
David Newton,67750878,STX,2023-08-22,21,5,0.24
Rachel Parsons,26264579,FTW,2023-08-22,2,0,0.0
Karen Mathis,27600905,HOU,2023-08-22,2,2,1.0
Jennifer Bowman,59486462,FTW,2023-08-22,59,4,0.07
Patrick Small,39057094,HOU,2023-08-22,25,10,0.4
Jeremy Fry,1481337,STX,2023-08-22,36,21,0.58
Denise Sanchez,58873729,SHV,2023-08-22,32,22,0.69
Miranda West,46967111,STX,2023-08-22,16,0,0.0
Jose Carroll,34218855,FTW,2023-08-22,4,3,0.75
Roberto Alexander,57320968,FTW,2023-08-22,2,0,0.0
Colin King,27389471,OKC,2023-08-22,6,4,0.67
Ethan Gallegos,3536701,HOU,2023-08-22,0,0,
Brittany Webb,37390235,FTW,2023-08-22,3,1,0.33
Austin Herrera,60256606,STX,2023-08-22,9,5,0.56
Bryan Pham,7886301,STX,2023-08-22,55,11,0.2
Brian Taylor,75222115,FTW,2023-08-22,33,4,0.12
Jennifer Brown,57107385,DAL,2023-08-22,9,8,0.89
Tiffany Smith,69716341,SHV,2023-08-22,5,5,1.0
Kristy Jacobs,68190334,HOU,2023-08-22,4,3,0.75
Tony Powell,20879496,DAL,2023-08-22,10,2,0.2
Brandon Moreno,4793547,DAL,2023-08-22,4,4,1.0
Anna Nelson,14325942,SHV,2023-08-22,65,46,0.71
Jacob Carr,74843235,DAL,2023-08-22,34,7,0.21
Pamela Maldonado,81354516,STX,2023-08-22,41,15,0.37
Ryan Porter,34435132,OKC,2023-08-22,31,28,0.9
Hunter Munoz,80766757,OKC,2023-08-22,4,2,0.5
James Bartlett,92131686,OKC,2023-08-22,0,0,
John Woodward,43839176,DAL,2023-08-22,7,4,0.57
Tina Brown,60561543,DAL,2023-08-22,8,7,0.88
Tina Hernandez,72195856,STX,2023-08-22,4,4,1.0
Monique Ray,64606888,HOU,2023-08-22,29,22,0.76
Dave Graham,11267032,STX,2023-08-22,11,9,0.82
Timothy Mccormick,12800401,STX,2023-08-22,32,7,0.22
Adam Farmer,43978655,DAL,2023-08-22,12,6,0.5
Chris Madden,94850672,OKC,2023-08-22,26,3,0.12
Daniel Ibarra,42835825,HOU,2023-08-22,19,1,0.05
Gary Jennings,17112032,DAL,2023-08-22,0,0,
Tracy Johnson,8933606,STX,2023-08-22,30,17,0.57
Sara Davis,40994287,FTW,2023-08-22,9,2,0.22
Michael Gonzales,94497229,DAL,2023-08-22,43,18,0.42
Michael Leach,87179195,STX,2023-08-22,2,1,0.5
Mark Flowers,41639238,HOU,2023-08-22,13,9,0.69
Janice Farmer,97058780,STX,2023-08-22,0,0,
Jacob Hood,31301588,FTW,2023-08-22,16,4,0.25
Elizabeth Stevenson,94871444,STX,2023-08-22,4,2,0.5
Tanner Romero,34636635,SHV,2023-08-22,8,6,0.75
Karen Wells,69335321,FTW,2023-08-22,15,6,0.4
Erik Thompson,49016266,HOU,2023-08-22,12,6,0.5
Rhonda Brooks,13604223,OKC,2023-08-22,0,0,
Brandon Harrell,33123179,SHV,2023-08-22,34,3,0.09
Caitlin George,47685118,HOU,2023-08-22,42,19,0.45
Eric Jackson,53018010,SHV,2023-08-22,25,4,0.16
Thomas Cummings,57246918,FTW,2023-08-22,17,9,0.53
Heather Fuller,16604091,STX,2023-08-22,64,25,0.39
Jimmy Ruiz,63589781,SHV,2023-08-22,7,4,0.57
Veronica Powell,36801459,OKC,2023-08-22,34,11,0.32
Wanda Stanton,4154277,STX,2023-08-22,14,11,0.79
Tami Cooke,14858504,DAL,2023-08-22,1,0,0.0
Lori Glover,31638930,FTW,2023-08-22,10,10,1.0
Cassandra Mckinney,6676986,FTW,2023-08-22,14,6,0.43
Amanda Edwards,65745320,OKC,2023-08-22,26,23,0.88
Stephanie Williams,94908655,STX,2023-08-22,10,9,0.9
Sean Jensen,35869513,OKC,2023-08-22,8,3,0.38
Vicki Lucas,12893340,DAL,2023-08-22,18,11,0.61
Chris Strong,75702629,HOU,2023-08-22,91,66,0.73
Melody Morris,47601713,STX,2023-08-22,0,0,
Brent Farmer,88724736,HOU,2023-08-22,41,2,0.05
Kaitlyn Riley,59208620,FTW,2023-08-22,63,15,0.24
Hunter Woods,75028321,DAL,2023-08-22,40,40,1.0
Jared Brown,52539361,FTW,2023-08-22,16,14,0.88
Tammy Martinez,70842924,DAL,2023-08-22,80,28,0.35
Amy Griffin,18363974,FTW,2023-08-22,9,4,0.44
Susan Carlson,16135607,OKC,2023-08-22,9,3,0.33
Aaron Gaines,52252216,SHV,2023-08-22,16,14,0.88
Jacob Mccormick,72130366,SHV,2023-08-22,35,10,0.29
Timothy Doyle,7543154,FTW,2023-08-22,31,31,1.0
Alexandria Bass,21931263,SHV,2023-08-22,60,44,0.73
Monique Davis,39583203,STX,2023-08-22,3,1,0.33
James Rhodes,91962453,FTW,2023-08-22,7,7,1.0
Matthew Sanchez,96730712,FTW,2023-08-22,16,5,0.31
Seth Tran,26028559,SHV,2023-08-22,6,2,0.33
Jacob Taylor,82557048,SHV,2023-08-22,19,11,0.58
David West,97218182,FTW,2023-08-22,0,0,
Christina Hernandez,73867417,OKC,2023-08-22,25,0,0.0
James Montoya,80808297,SHV,2023-08-22,25,15,0.6
James Cook,28080912,HOU,2023-08-22,5,4,0.8
Lisa Cox,85448011,OKC,2023-08-22,21,21,1.0
James Thompson,54275980,SHV,2023-08-22,32,18,0.56
Brandy Miller,17426573,DAL,2023-08-22,2,1,0.5
Matthew Smith,33080142,STX,2023-08-22,32,28,0.88
Jeffrey Smith,83152142,STX,2023-08-22,19,17,0.89
Bobby Cummings,30700646,HOU,2023-08-22,56,7,0.12
Sean Robertson,63184988,HOU,2023-08-22,6,5,0.83
Tammy Harris,75592235,STX,2023-08-22,11,9,0.82
Victoria Carlson,64573636,STX,2023-08-22,4,2,0.5
Ryan Brown,56185271,FTW,2023-08-22,29,11,0.38
Benjamin Stephens,34036186,DAL,2023-08-22,13,4,0.31
Douglas Nelson,7837865,OKC,2023-08-22,0,0,
Monica Saunders,77624219,STX,2023-08-22,19,5,0.26
Anne French,35660979,DAL,2023-08-22,1,0,0.0
Brian Fisher,76391571,DAL,2023-08-22,7,2,0.29
Jeanne Williamson,71039737,DAL,2023-08-22,6,1,0.17
Douglas Nichols,77270999,SHV,2023-08-23,32,17,0.53
David Ford,9977034,FTW,2023-08-23,25,7,0.28
Sean Obrien,15537511,HOU,2023-08-23,2,2,1.0
Natalie Hopkins,40497336,SHV,2023-08-23,27,7,0.26
Stacy Turner,73458833,DAL,2023-08-23,16,1,0.06
James Harris,90946995,FTW,2023-08-23,43,14,0.33
Sarah Cook,26413709,SHV,2023-08-23,65,49,0.75
Amy Escobar,24798974,SHV,2023-08-23,33,0,0.0
Latoya Salazar,67499931,OKC,2023-08-23,8,1,0.12
Brenda Anderson,19927556,SHV,2023-08-23,17,12,0.71
Rachel Williams,82865659,FTW,2023-08-23,48,16,0.33
Dana Stewart,60786305,STX,2023-08-23,13,12,0.92
Sandra Harris,96132022,DAL,2023-08-23,5,1,0.2
James Roach,20716601,STX,2023-08-23,31,28,0.9
Anna Arnold,66814478,DAL,2023-08-23,110,33,0.3
Jose Mendoza,69637807,HOU,2023-08-23,51,35,0.69
Charles Lloyd,98201322,OKC,2023-08-23,49,43,0.88
Sheryl Hill,34639709,DAL,2023-08-23,20,8,0.4
David Murray,6339396,DAL,2023-08-23,35,13,0.37
Patricia Jackson,39617078,SHV,2023-08-23,47,18,0.38
Jordan Riggs,45897467,DAL,2023-08-23,7,5,0.71
Gregory Stewart,4886122,HOU,2023-08-23,24,7,0.29
Mark Collier,9309564,OKC,2023-08-23,24,21,0.88
Lauren Singleton,42856486,STX,2023-08-23,2,1,0.5
Ronald Duarte,50493362,SHV,2023-08-23,12,7,0.58
John White,93384238,STX,2023-08-23,8,0,0.0
Sandra Hopkins,48756022,DAL,2023-08-23,23,21,0.91
Jill Perez,18947956,DAL,2023-08-23,101,58,0.57
John Jones,77743148,HOU,2023-08-23,11,8,0.73
Valerie Martinez,11650492,FTW,2023-08-23,11,4,0.36
Chelsea Maddox,66295315,STX,2023-08-23,5,5,1.0
Chase Hammond,23514686,FTW,2023-08-23,30,13,0.43
Dorothy Mcbride,83218580,DAL,2023-08-23,36,14,0.39
Barbara Ryan,17568007,DAL,2023-08-23,25,5,0.2
Lynn Hawkins,87449731,HOU,2023-08-23,11,4,0.36
Clarence Gonzalez,2392005,HOU,2023-08-23,75,59,0.79
Anna Smith,2526554,FTW,2023-08-23,15,8,0.53
Peggy Tate,30840273,FTW,2023-08-23,1,1,1.0
Matthew Miles,88643207,FTW,2023-08-23,4,0,0.0
Ruth Hansen,26410811,OKC,2023-08-23,29,0,0.0
Melissa Jones,92375666,FTW,2023-08-23,29,6,0.21
Jose Lloyd,56962859,FTW,2023-08-23,7,4,0.57
Travis Hernandez,31868090,DAL,2023-08-23,4,2,0.5
Elaine Flores,82308356,OKC,2023-08-23,0,0,
Kiara Williams,9364733,FTW,2023-08-23,1,0,0.0
Erin Johnson,47665349,HOU,2023-08-23,35,6,0.17
Kimberly Lawson,16559716,SHV,2023-08-23,71,29,0.41
Mary Watson,6002164,HOU,2023-08-23,39,31,0.79
David Newton,67750878,STX,2023-08-23,68,57,0.84
Rachel Parsons,26264579,FTW,2023-08-23,10,2,0.2
Karen Mathis,27600905,HOU,2023-08-23,16,0,0.0
Jennifer Bowman,59486462,FTW,2023-08-23,44,31,0.7
Patrick Small,39057094,HOU,2023-08-23,33,9,0.27
Jeremy Fry,1481337,STX,2023-08-23,11,5,0.45
Denise Sanchez,58873729,SHV,2023-08-23,0,0,
Miranda West,46967111,STX,2023-08-23,4,0,0.0
Jose Carroll,34218855,FTW,2023-08-23,50,26,0.52
Roberto Alexander,57320968,FTW,2023-08-23,17,1,0.06
Colin King,27389471,OKC,2023-08-23,31,4,0.13
Ethan Gallegos,3536701,HOU,2023-08-23,1,1,1.0
Brittany Webb,37390235,FTW,2023-08-23,21,19,0.9
Austin Herrera,60256606,STX,2023-08-23,16,8,0.5
Bryan Pham,7886301,STX,2023-08-23,8,5,0.62
Brian Taylor,75222115,FTW,2023-08-23,11,8,0.73
Jennifer Brown,57107385,DAL,2023-08-23,1,0,0.0
Tiffany Smith,69716341,SHV,2023-08-23,23,22,0.96
Kristy Jacobs,68190334,HOU,2023-08-23,19,11,0.58
Tony Powell,20879496,DAL,2023-08-23,14,14,1.0
Brandon Moreno,4793547,DAL,2023-08-23,2,1,0.5
Anna Nelson,14325942,SHV,2023-08-23,12,4,0.33
Jacob Carr,74843235,DAL,2023-08-23,4,1,0.25
Pamela Maldonado,81354516,STX,2023-08-23,26,1,0.04
Ryan Porter,34435132,OKC,2023-08-23,30,29,0.97
Hunter Munoz,80766757,OKC,2023-08-23,3,1,0.33
James Bartlett,92131686,OKC,2023-08-23,38,7,0.18
John Woodward,43839176,DAL,2023-08-23,8,5,0.62
Tina Brown,60561543,DAL,2023-08-23,45,40,0.89
Tina Hernandez,72195856,STX,2023-08-23,15,8,0.53
Monique Ray,64606888,HOU,2023-08-23,16,12,0.75
Dave Graham,11267032,STX,2023-08-23,10,3,0.3
Timothy Mccormick,12800401,STX,2023-08-23,12,4,0.33
Adam Farmer,43978655,DAL,2023-08-23,41,4,0.1
Chris Madden,94850672,OKC,2023-08-23,3,3,1.0
Daniel Ibarra,42835825,HOU,2023-08-23,13,12,0.92
Gary Jennings,17112032,DAL,2023-08-23,20,2,0.1
Tracy Johnson,8933606,STX,2023-08-23,14,1,0.07
Sara Davis,40994287,FTW,2023-08-23,13,4,0.31
Michael Gonzales,94497229,DAL,2023-08-23,1,1,1.0
Michael Leach,87179195,STX,2023-08-23,3,0,0.0
Mark Flowers,41639238,HOU,2023-08-23,12,9,0.75
Janice Farmer,97058780,STX,2023-08-23,53,9,0.17
Jacob Hood,31301588,FTW,2023-08-23,39,38,0.97
Elizabeth Stevenson,94871444,STX,2023-08-23,3,2,0.67
Tanner Romero,34636635,SHV,2023-08-23,3,3,1.0
Karen Wells,69335321,FTW,2023-08-23,1,1,1.0
Erik Thompson,49016266,HOU,2023-08-23,4,0,0.0
Rhonda Brooks,13604223,OKC,2023-08-23,94,32,0.34
Brandon Harrell,33123179,SHV,2023-08-23,67,31,0.46
Caitlin George,47685118,HOU,2023-08-23,45,28,0.62
Eric Jackson,53018010,SHV,2023-08-23,30,9,0.3
Thomas Cummings,57246918,FTW,2023-08-23,45,19,0.42
Heather Fuller,16604091,STX,2023-08-23,14,4,0.29
Jimmy Ruiz,63589781,SHV,2023-08-23,23,2,0.09
Veronica Powell,36801459,OKC,2023-08-23,19,5,0.26
Wanda Stanton,4154277,STX,2023-08-23,56,20,0.36
Tami Cooke,14858504,DAL,2023-08-23,20,0,0.0
Lori Glover,31638930,FTW,2023-08-23,13,7,0.54
Cassandra Mckinney,6676986,FTW,2023-08-23,28,19,0.68
Amanda Edwards,65745320,OKC,2023-08-23,19,14,0.74
Stephanie Williams,94908655,STX,2023-08-23,24,17,0.71
Sean Jensen,35869513,OKC,2023-08-23,11,3,0.27
Vicki Lucas,12893340,DAL,2023-08-23,33,0,0.0
Chris Strong,75702629,HOU,2023-08-23,41,6,0.15
Melody Morris,47601713,STX,2023-08-23,4,4,1.0
Brent Farmer,88724736,HOU,2023-08-23,0,0,
Kaitlyn Riley,59208620,FTW,2023-08-23,4,2,0.5
Hunter Woods,75028321,DAL,2023-08-23,15,3,0.2
Jared Brown,52539361,FTW,2023-08-23,2,0,0.0
Tammy Martinez,70842924,DAL,2023-08-23,28,14,0.5
Amy Griffin,18363974,FTW,2023-08-23,31,22,0.71
Susan Carlson,16135607,OKC,2023-08-23,1,1,1.0
Aaron Gaines,52252216,SHV,2023-08-23,6,0,0.0
Jacob Mccormick,72130366,SHV,2023-08-23,58,35,0.6
Timothy Doyle,7543154,FTW,2023-08-23,47,38,0.81
Alexandria Bass,21931263,SHV,2023-08-23,4,0,0.0
Monique Davis,39583203,STX,2023-08-23,61,21,0.34
James Rhodes,91962453,FTW,2023-08-23,7,4,0.57
Matthew Sanchez,96730712,FTW,2023-08-23,7,2,0.29
Seth Tran,26028559,SHV,2023-08-23,37,36,0.97
Jacob Taylor,82557048,SHV,2023-08-23,8,3,0.38
David West,97218182,FTW,2023-08-23,5,4,0.8
Christina Hernandez,73867417,OKC,2023-08-23,26,13,0.5
James Montoya,80808297,SHV,2023-08-23,1,0,0.0
James Cook,28080912,HOU,2023-08-23,32,23,0.72
Lisa Cox,85448011,OKC,2023-08-23,27,18,0.67
James Thompson,54275980,SHV,2023-08-23,4,0,0.0
Brandy Miller,17426573,DAL,2023-08-23,33,30,0.91
Matthew Smith,33080142,STX,2023-08-23,9,6,0.67
Jeffrey Smith,83152142,STX,2023-08-23,75,57,0.76
Bobby Cummings,30700646,HOU,2023-08-23,20,7,0.35
Sean Robertson,63184988,HOU,2023-08-23,7,2,0.29
Tammy Harris,75592235,STX,2023-08-23,16,12,0.75
Victoria Carlson,64573636,STX,2023-08-23,3,0,0.0
Ryan Brown,56185271,FTW,2023-08-23,7,6,0.86
Benjamin Stephens,34036186,DAL,2023-08-23,9,8,0.89
Douglas Nelson,7837865,OKC,2023-08-23,8,2,0.25
Monica Saunders,77624219,STX,2023-08-23,15,3,0.2
Anne French,35660979,DAL,2023-08-23,52,41,0.79
Brian Fisher,76391571,DAL,2023-08-23,1,1,1.0
Jeanne Williamson,71039737,DAL,2023-08-23,43,26,0.6
Douglas Nichols,77270999,SHV,2023-08-24,7,5,0.71
David Ford,9977034,FTW,2023-08-24,11,9,0.82
Sean Obrien,15537511,HOU,2023-08-24,5,5,1.0
Natalie Hopkins,40497336,SHV,2023-08-24,20,9,0.45
Stacy Turner,73458833,DAL,2023-08-24,12,9,0.75
James Harris,90946995,FTW,2023-08-24,25,23,0.92
Sarah Cook,26413709,SHV,2023-08-24,9,3,0.33
Amy Escobar,24798974,SHV,2023-08-24,39,7,0.18
Latoya Salazar,67499931,OKC,2023-08-24,1,0,0.0
Brenda Anderson,19927556,SHV,2023-08-24,7,3,0.43
Rachel Williams,82865659,FTW,2023-08-24,54,38,0.7
Dana Stewart,60786305,STX,2023-08-24,12,8,0.67
Sandra Harris,96132022,DAL,2023-08-24,36,32,0.89
James Roach,20716601,STX,2023-08-24,59,9,0.15
Anna Arnold,66814478,DAL,2023-08-24,4,1,0.25
Jose Mendoza,69637807,HOU,2023-08-24,59,22,0.37
Charles Lloyd,98201322,OKC,2023-08-24,5,1,0.2
Sheryl Hill,34639709,DAL,2023-08-24,85,17,0.2
David Murray,6339396,DAL,2023-08-24,22,11,0.5
Patricia Jackson,39617078,SHV,2023-08-24,5,0,0.0
Jordan Riggs,45897467,DAL,2023-08-24,32,29,0.91
Gregory Stewart,4886122,HOU,2023-08-24,4,1,0.25
Mark Collier,9309564,OKC,2023-08-24,30,15,0.5
Lauren Singleton,42856486,STX,2023-08-24,63,59,0.94
Ronald Duarte,50493362,SHV,2023-08-24,11,10,0.91
John White,93384238,STX,2023-08-24,22,8,0.36
Sandra Hopkins,48756022,DAL,2023-08-24,2,1,0.5
Jill Perez,18947956,DAL,2023-08-24,7,5,0.71
John Jones,77743148,HOU,2023-08-24,2,0,0.0
Valerie Martinez,11650492,FTW,2023-08-24,19,15,0.79
Chelsea Maddox,66295315,STX,2023-08-24,15,7,0.47
Chase Hammond,23514686,FTW,2023-08-24,40,17,0.42
Dorothy Mcbride,83218580,DAL,2023-08-24,39,24,0.62
Barbara Ryan,17568007,DAL,2023-08-24,1,1,1.0
Lynn Hawkins,87449731,HOU,2023-08-24,30,6,0.2
Clarence Gonzalez,2392005,HOU,2023-08-24,12,4,0.33
Anna Smith,2526554,FTW,2023-08-24,31,22,0.71
Peggy Tate,30840273,FTW,2023-08-24,17,14,0.82
Matthew Miles,88643207,FTW,2023-08-24,17,1,0.06
Ruth Hansen,26410811,OKC,2023-08-24,3,0,0.0
Melissa Jones,92375666,FTW,2023-08-24,23,22,0.96
Jose Lloyd,56962859,FTW,2023-08-24,5,1,0.2
Travis Hernandez,31868090,DAL,2023-08-24,0,0,
Elaine Flores,82308356,OKC,2023-08-24,13,1,0.08
Kiara Williams,9364733,FTW,2023-08-24,15,10,0.67
Erin Johnson,47665349,HOU,2023-08-24,2,0,0.0
Kimberly Lawson,16559716,SHV,2023-08-24,2,2,1.0
Mary Watson,6002164,HOU,2023-08-24,4,3,0.75
David Newton,67750878,STX,2023-08-24,26,0,0.0
Rachel Parsons,26264579,FTW,2023-08-24,12,3,0.25
Karen Mathis,27600905,HOU,2023-08-24,4,4,1.0
Jennifer Bowman,59486462,FTW,2023-08-24,5,1,0.2
Patrick Small,39057094,HOU,2023-08-24,8,6,0.75
Jeremy Fry,1481337,STX,2023-08-24,97,83,0.86
Denise Sanchez,58873729,SHV,2023-08-24,13,13,1.0
Miranda West,46967111,STX,2023-08-24,3,1,0.33
Jose Carroll,34218855,FTW,2023-08-24,102,74,0.73
Roberto Alexander,57320968,FTW,2023-08-24,28,26,0.93
Colin King,27389471,OKC,2023-08-24,26,17,0.65
Ethan Gallegos,3536701,HOU,2023-08-24,13,9,0.69
Brittany Webb,37390235,FTW,2023-08-24,7,6,0.86
Austin Herrera,60256606,STX,2023-08-24,71,28,0.39
Bryan Pham,7886301,STX,2023-08-24,12,2,0.17
Brian Taylor,75222115,FTW,2023-08-24,63,52,0.83
Jennifer Brown,57107385,DAL,2023-08-24,28,8,0.29
Tiffany Smith,69716341,SHV,2023-08-24,33,5,0.15
Kristy Jacobs,68190334,HOU,2023-08-24,19,16,0.84
Tony Powell,20879496,DAL,2023-08-24,61,12,0.2
Brandon Moreno,4793547,DAL,2023-08-24,16,13,0.81
Anna Nelson,14325942,SHV,2023-08-24,51,44,0.86
Jacob Carr,74843235,DAL,2023-08-24,4,4,1.0
Pamela Maldonado,81354516,STX,2023-08-24,21,21,1.0
Ryan Porter,34435132,OKC,2023-08-24,4,3,0.75
Hunter Munoz,80766757,OKC,2023-08-24,2,1,0.5
James Bartlett,92131686,OKC,2023-08-24,6,2,0.33
John Woodward,43839176,DAL,2023-08-24,6,5,0.83
Tina Brown,60561543,DAL,2023-08-24,48,0,0.0
Tina Hernandez,72195856,STX,2023-08-24,17,6,0.35
Monique Ray,64606888,HOU,2023-08-24,38,12,0.32
Dave Graham,11267032,STX,2023-08-24,3,2,0.67
Timothy Mccormick,12800401,STX,2023-08-24,88,44,0.5
Adam Farmer,43978655,DAL,2023-08-24,15,15,1.0
Chris Madden,94850672,OKC,2023-08-24,8,6,0.75
Daniel Ibarra,42835825,HOU,2023-08-24,21,19,0.9
Gary Jennings,17112032,DAL,2023-08-24,21,16,0.76
Tracy Johnson,8933606,STX,2023-08-24,10,9,0.9
Sara Davis,40994287,FTW,2023-08-24,6,0,0.0
Michael Gonzales,94497229,DAL,2023-08-24,16,8,0.5
Michael Leach,87179195,STX,2023-08-24,2,0,0.0
Mark Flowers,41639238,HOU,2023-08-24,102,91,0.89
Janice Farmer,97058780,STX,2023-08-24,42,25,0.6
Jacob Hood,31301588,FTW,2023-08-24,13,9,0.69
Elizabeth Stevenson,94871444,STX,2023-08-24,16,11,0.69
Tanner Romero,34636635,SHV,2023-08-24,31,27,0.87
Karen Wells,69335321,FTW,2023-08-24,21,13,0.62
Erik Thompson,49016266,HOU,2023-08-24,26,10,0.38
Rhonda Brooks,13604223,OKC,2023-08-24,9,3,0.33
Brandon Harrell,33123179,SHV,2023-08-24,28,26,0.93
Caitlin George,47685118,HOU,2023-08-24,10,9,0.9
Eric Jackson,53018010,SHV,2023-08-24,20,20,1.0
Thomas Cummings,57246918,FTW,2023-08-24,17,16,0.94
Heather Fuller,16604091,STX,2023-08-24,7,7,1.0
Jimmy Ruiz,63589781,SHV,2023-08-24,50,35,0.7
Veronica Powell,36801459,OKC,2023-08-24,22,13,0.59
Wanda Stanton,4154277,STX,2023-08-24,16,8,0.5
Tami Cooke,14858504,DAL,2023-08-24,53,27,0.51
Lori Glover,31638930,FTW,2023-08-24,30,2,0.07
Cassandra Mckinney,6676986,FTW,2023-08-24,4,1,0.25
Amanda Edwards,65745320,OKC,2023-08-24,15,6,0.4
Stephanie Williams,94908655,STX,2023-08-24,85,32,0.38
Sean Jensen,35869513,OKC,2023-08-24,20,2,0.1
Vicki Lucas,12893340,DAL,2023-08-24,9,6,0.67
Chris Strong,75702629,HOU,2023-08-24,38,27,0.71
Melody Morris,47601713,STX,2023-08-24,23,21,0.91
Brent Farmer,88724736,HOU,2023-08-24,3,0,0.0
Kaitlyn Riley,59208620,FTW,2023-08-24,15,8,0.53
Hunter Woods,75028321,DAL,2023-08-24,14,3,0.21
Jared Brown,52539361,FTW,2023-08-24,2,0,0.0
Tammy Martinez,70842924,DAL,2023-08-24,24,10,0.42
Amy Griffin,18363974,FTW,2023-08-24,2,2,1.0
Susan Carlson,16135607,OKC,2023-08-24,6,3,0.5
Aaron Gaines,52252216,SHV,2023-08-24,57,5,0.09
Jacob Mccormick,72130366,SHV,2023-08-24,25,0,0.0
Timothy Doyle,7543154,FTW,2023-08-24,0,0,
Alexandria Bass,21931263,SHV,2023-08-24,2,0,0.0
Monique Davis,39583203,STX,2023-08-24,1,1,1.0
James Rhodes,91962453,FTW,2023-08-24,104,50,0.48
Matthew Sanchez,96730712,FTW,2023-08-24,31,12,0.39
Seth Tran,26028559,SHV,2023-08-24,6,6,1.0
Jacob Taylor,82557048,SHV,2023-08-24,86,86,1.0
David West,97218182,FTW,2023-08-24,3,0,0.0
Christina Hernandez,73867417,OKC,2023-08-24,1,0,0.0
James Montoya,80808297,SHV,2023-08-24,45,37,0.82
James Cook,28080912,HOU,2023-08-24,38,5,0.13
Lisa Cox,85448011,OKC,2023-08-24,37,5,0.14
James Thompson,54275980,SHV,2023-08-24,15,14,0.93
Brandy Miller,17426573,DAL,2023-08-24,18,17,0.94
Matthew Smith,33080142,STX,2023-08-24,16,12,0.75
Jeffrey Smith,83152142,STX,2023-08-24,9,6,0.67
Bobby Cummings,30700646,HOU,2023-08-24,73,4,0.05
Sean Robertson,63184988,HOU,2023-08-24,52,31,0.6
Tammy Harris,75592235,STX,2023-08-24,19,10,0.53
Victoria Carlson,64573636,STX,2023-08-24,17,12,0.71
Ryan Brown,56185271,FTW,2023-08-24,97,21,0.22
Benjamin Stephens,34036186,DAL,2023-08-24,8,6,0.75
Douglas Nelson,7837865,OKC,2023-08-24,2,2,1.0
Monica Saunders,77624219,STX,2023-08-24,28,12,0.43
Anne French,35660979,DAL,2023-08-24,6,5,0.83
Brian Fisher,76391571,DAL,2023-08-24,0,0,
Jeanne Williamson,71039737,DAL,2023-08-24,4,2,0.5
Douglas Nichols,77270999,SHV,2023-08-25,3,3,1.0
David Ford,9977034,FTW,2023-08-25,86,46,0.53
Sean Obrien,15537511,HOU,2023-08-25,58,14,0.24
Natalie Hopkins,40497336,SHV,2023-08-25,0,0,
Stacy Turner,73458833,DAL,2023-08-25,13,5,0.38
James Harris,90946995,FTW,2023-08-25,43,40,0.93
Sarah Cook,26413709,SHV,2023-08-25,1,1,1.0
