Name,Employee ID,Service Center,Date,Bills per Hour,Handled Shipments,Damaged,First Punch to Scan,First Scan to Punch,Second Punch to Scan,Second Scan to Punch,Dock Time
Lauren Singleton,42856486,STX,2023-08-11,6.5,74,0,2,18,12,10,11.38
Ronald Duarte,50493362,SHV,2023-08-11,3.8,12,0,55,23,28,2,3.16
John White,93384238,STX,2023-08-11,2.1,9,0,17,19,13,19,4.29
Sandra Hopkins,48756022,DAL,2023-08-11,2.3,14,1,4,5,2,17,6.09
Jill Perez,18947956,DAL,2023-08-11,1.5,13,1,13,6,8,12,8.67
John Jones,77743148,HOU,2023-08-11,5.4,22,1,8,6,2,15,4.07
Valerie Martinez,11650492,FTW,2023-08-11,10.6,113,0,10,4,19,12,10.66
Chelsea Maddox,66295315,STX,2023-08-11,7.0,73,0,13,3,11,4,10.43
Chase Hammond,23514686,FTW,2023-08-11,7.1,47,1,14,14,17,7,6.62
Dorothy Mcbride,83218580,DAL,2023-08-11,8.1,30,3,18,19,10,26,3.7
Barbara Ryan,17568007,DAL,2023-08-11,4.2,48,0,4,16,12,12,11.43
Lynn Hawkins,87449731,HOU,2023-08-11,9.0,89,0,18,6,6,12,9.89
Clarence Gonzalez,2392005,HOU,2023-08-11,8.8,40,0,2,8,41,15,4.55
Anna Smith,2526554,FTW,2023-08-11,1.5,11,1,17,9,16,10,7.33
Peggy Tate,30840273,FTW,2023-08-11,9.1,33,0,12,4,6,13,3.63
Matthew Miles,88643207,FTW,2023-08-11,8.5,70,1,10,4,2,9,8.24
Ruth Hansen,26410811,OKC,2023-08-11,7.9,69,0,16,18,16,15,8.73
Melissa Jones,92375666,FTW,2023-08-11,2.4,22,1,16,11,4,8,9.17
Jose Lloyd,56962859,FTW,2023-08-11,1.4,12,1,45,28,8,16,8.57
Travis Hernandez,31868090,DAL,2023-08-11,4.3,16,0,3,4,4,10,3.72
Elaine Flores,82308356,OKC,2023-08-11,1.1,12,0,7,10,19,32,10.91
Kiara Williams,9364733,FTW,2023-08-11,3.3,37,1,9,6,7,2,11.21
Erin Johnson,47665349,HOU,2023-08-11,8.7,34,0,12,6,19,18,3.91
Kimberly Lawson,16559716,SHV,2023-08-11,10.3,103,1,6,4,8,17,10.0
Mary Watson,6002164,HOU,2023-08-11,4.6,30,0,5,7,11,66,6.52
David Newton,67750878,STX,2023-08-11,5.4,49,1,18,5,52,16,9.07
Rachel Parsons,26264579,FTW,2023-08-11,9.9,115,1,18,4,4,12,11.62
Karen Mathis,27600905,HOU,2023-08-11,5.3,41,1,5,9,11,2,7.74
Jennifer Bowman,59486462,FTW,2023-08-11,8.9,77,1,17,10,17,2,8.65
Patrick Small,39057094,HOU,2023-08-11,1.2,4,1,13,7,6,6,3.33
Jeremy Fry,1481337,STX,2023-08-11,9.0,108,1,8,12,10,10,12.0
Denise Sanchez,58873729,SHV,2023-08-11,4.8,15,2,14,10,6,59,3.12
Miranda West,46967111,STX,2023-08-11,4.1,33,1,7,18,10,9,8.05
Jose Carroll,34218855,FTW,2023-08-11,3.8,32,0,16,19,11,13,8.42
Roberto Alexander,57320968,FTW,2023-08-11,2.3,9,1,14,15,13,18,3.91
Colin King,27389471,OKC,2023-08-11,5.9,15,0,62,41,19,3,2.54
Ethan Gallegos,3536701,HOU,2023-08-11,1.2,13,0,4,6,9,3,10.83
Brittany Webb,37390235,FTW,2023-08-11,4.0,30,1,14,18,5,14,7.5
Austin Herrera,60256606,STX,2023-08-11,7.3,66,0,18,17,44,19,9.04
Bryan Pham,7886301,STX,2023-08-11,6.7,65,1,12,5,8,6,9.7
Brian Taylor,75222115,FTW,2023-08-11,9.0,103,1,18,11,2,15,11.44
Jennifer Brown,57107385,DAL,2023-08-11,3.5,7,1,6,8,5,15,2.0
Tiffany Smith,69716341,SHV,2023-08-11,3.1,34,0,11,18,3,54,10.97
Kristy Jacobs,68190334,HOU,2023-08-11,9.1,38,1,9,18,15,19,4.18
Tony Powell,20879496,DAL,2023-08-11,11.7,31,1,8,9,16,11,2.65
Brandon Moreno,4793547,DAL,2023-08-11,7.3,55,0,3,3,17,10,7.53
Anna Nelson,14325942,SHV,2023-08-11,3.8,11,0,8,13,10,15,2.89
Jacob Carr,74843235,DAL,2023-08-11,4.6,48,0,3,11,19,8,10.43
Pamela Maldonado,81354516,STX,2023-08-11,1.2,9,0,10,9,12,11,7.5
Ryan Porter,34435132,OKC,2023-08-11,5.6,40,0,18,4,65,4,7.14
Hunter Munoz,80766757,OKC,2023-08-11,3.9,34,0,3,8,13,13,8.72
James Bartlett,92131686,OKC,2023-08-11,9.0,99,0,7,16,60,15,11.0
John Woodward,43839176,DAL,2023-08-11,1.2,8,1,66,39,10,17,6.67
Tina Brown,60561543,DAL,2023-08-11,8.1,32,3,11,15,5,66,3.95
Tina Hernandez,72195856,STX,2023-08-11,10.2,61,0,16,3,5,11,5.98
Monique Ray,64606888,HOU,2023-08-11,4.5,38,1,2,11,11,19,8.44
Dave Graham,11267032,STX,2023-08-11,10.0,58,0,7,4,7,3,5.8
Timothy Mccormick,12800401,STX,2023-08-11,0.6,5,1,17,19,9,19,8.33
Adam Farmer,43978655,DAL,2023-08-11,1.1,13,1,2,19,4,5,11.82
Chris Madden,94850672,OKC,2023-08-11,8.2,20,1,14,17,2,3,2.44
Daniel Ibarra,42835825,HOU,2023-08-11,10.0,116,0,3,10,16,8,11.6
Gary Jennings,17112032,DAL,2023-08-11,8.2,89,0,7,17,14,2,10.85
Tracy Johnson,8933606,STX,2023-08-11,7.4,48,1,4,13,8,18,6.49
Sara Davis,40994287,FTW,2023-08-11,10.9,50,1,12,18,6,16,4.59
Michael Gonzales,94497229,DAL,2023-08-11,4.4,10,1,11,16,56,33,2.27
Michael Leach,87179195,STX,2023-08-11,11.0,100,0,11,18,13,7,9.09
Mark Flowers,41639238,HOU,2023-08-11,6.4,56,1,8,10,5,4,8.75
Janice Farmer,97058780,STX,2023-08-11,5.2,40,1,8,16,9,17,7.69
Jacob Hood,31301588,FTW,2023-08-11,3.0,32,0,17,17,16,17,10.67
Elizabeth Stevenson,94871444,STX,2023-08-11,5.3,17,0,30,22,4,8,3.21
Tanner Romero,34636635,SHV,2023-08-11,7.2,35,1,7,6,2,3,4.86
Karen Wells,69335321,FTW,2023-08-11,11.7,63,0,8,2,8,6,5.38
Erik Thompson,49016266,HOU,2023-08-11,11.1,26,1,17,19,3,14,2.34
Rhonda Brooks,13604223,OKC,2023-08-11,3.6,35,0,12,18,57,6,9.72
Brandon Harrell,33123179,SHV,2023-08-11,1.8,4,1,12,10,9,2,2.22
Caitlin George,47685118,HOU,2023-08-11,10.2,63,3,6,10,11,64,6.18
Eric Jackson,53018010,SHV,2023-08-11,11.0,130,0,2,13,17,14,11.82
Thomas Cummings,57246918,FTW,2023-08-11,9.6,113,0,6,6,67,13,11.77
Heather Fuller,16604091,STX,2023-08-11,5.0,33,1,9,2,19,4,6.6
Jimmy Ruiz,63589781,SHV,2023-08-11,11.0,41,1,6,4,12,16,3.73
Veronica Powell,36801459,OKC,2023-08-11,5.4,24,1,8,16,7,4,4.44
Wanda Stanton,4154277,STX,2023-08-11,1.4,8,1,16,11,19,13,5.71
Tami Cooke,14858504,DAL,2023-08-11,7.5,83,0,12,19,12,28,11.07
Lori Glover,31638930,FTW,2023-08-11,5.8,36,1,11,15,5,17,6.21
Cassandra Mckinney,6676986,FTW,2023-08-11,6.2,49,0,11,11,2,14,7.9
Amanda Edwards,65745320,OKC,2023-08-11,4.9,46,0,10,10,15,2,9.39
Stephanie Williams,94908655,STX,2023-08-11,6.4,64,0,48,68,15,68,10.0
Sean Jensen,35869513,OKC,2023-08-11,5.4,18,0,8,18,14,19,3.33
Vicki Lucas,12893340,DAL,2023-08-11,7.2,30,1,17,18,15,17,4.17
Chris Strong,75702629,HOU,2023-08-11,9.7,45,1,9,5,17,2,4.64
Melody Morris,47601713,STX,2023-08-11,9.9,108,0,9,9,40,5,10.91
Brent Farmer,88724736,HOU,2023-08-11,1.4,8,0,18,3,18,3,5.71
Kaitlyn Riley,59208620,FTW,2023-08-11,0.7,8,1,8,12,10,9,11.43
Hunter Woods,75028321,DAL,2023-08-11,3.4,13,1,5,11,12,2,3.82
Jared Brown,52539361,FTW,2023-08-11,9.1,107,0,4,13,13,11,11.76
Tammy Martinez,70842924,DAL,2023-08-11,1.9,20,0,5,7,17,15,10.53
Amy Griffin,18363974,FTW,2023-08-11,10.2,52,1,8,5,7,19,5.1
Susan Carlson,16135607,OKC,2023-08-11,8.9,102,2,9,15,37,58,11.46
Aaron Gaines,52252216,SHV,2023-08-11,11.3,57,0,17,19,2,13,5.04
Jacob Mccormick,72130366,SHV,2023-08-11,1.4,5,0,13,18,2,8,3.57
Timothy Doyle,7543154,FTW,2023-08-11,3.7,23,0,19,11,10,10,6.22
Alexandria Bass,21931263,SHV,2023-08-11,3.3,36,1,6,5,14,10,10.91
Monique Davis,39583203,STX,2023-08-11,9.7,57,0,3,5,10,10,5.88
James Rhodes,91962453,FTW,2023-08-11,3.8,42,1,26,22,54,16,11.05
Matthew Sanchez,96730712,FTW,2023-08-11,10.9,95,0,10,3,12,6,8.72
Seth Tran,26028559,SHV,2023-08-11,2.5,7,1,15,11,18,16,2.8
Jacob Taylor,82557048,SHV,2023-08-11,2.2,9,0,3,2,18,11,4.09
David West,97218182,FTW,2023-08-11,2.5,21,0,18,2,8,15,8.4
Christina Hernandez,73867417,OKC,2023-08-11,8.7,96,0,16,11,6,45,11.03
James Montoya,80808297,SHV,2023-08-11,11.3,87,1,19,13,3,12,7.7
James Cook,28080912,HOU,2023-08-11,7.8,70,1,7,5,13,3,8.97
Lisa Cox,85448011,OKC,2023-08-11,9.4,21,1,11,13,15,23,2.23
James Thompson,54275980,SHV,2023-08-11,7.5,74,1,12,16,18,19,9.87
Brandy Miller,17426573,DAL,2023-08-11,1.0,10,1,13,6,12,17,10.0
Matthew Smith,33080142,STX,2023-08-11,7.8,74,1,14,18,8,17,9.49
Jeffrey Smith,83152142,STX,2023-08-11,2.7,19,0,16,10,16,13,7.04
Bobby Cummings,30700646,HOU,2023-08-11,6.1,12,1,11,2,25,4,1.97
Sean Robertson,63184988,HOU,2023-08-11,10.8,85,1,7,7,19,18,7.87
Tammy Harris,75592235,STX,2023-08-11,0.5,4,0,11,13,19,6,8.0
Victoria Carlson,64573636,STX,2023-08-11,4.5,20,3,15,10,14,55,4.44
Ryan Brown,56185271,FTW,2023-08-11,0.7,2,1,51,22,17,13,2.86
Benjamin Stephens,34036186,DAL,2023-08-11,5.2,35,0,11,17,22,9,6.73
Douglas Nelson,7837865,OKC,2023-08-11,6.0,18,1,13,11,5,7,3.0
Monica Saunders,77624219,STX,2023-08-11,9.0,64,1,14,2,6,18,7.11
Anne French,35660979,DAL,2023-08-11,2.6,6,0,17,4,14,2,2.31
Brian Fisher,76391571,DAL,2023-08-11,10.7,35,1,5,2,6,18,3.27
Jeanne Williamson,71039737,DAL,2023-08-11,11.1,52,1,13,9,13,5,4.68
Douglas Nichols,77270999,SHV,2023-08-14,2.9,12,1,3,17,10,16,4.14
David Ford,9977034,FTW,2023-08-14,3.3,25,0,4,11,10,14,7.58
Sean Obrien,15537511,HOU,2023-08-14,1.4,16,0,10,7,22,2,11.43
Natalie Hopkins,40497336,SHV,2023-08-14,1.2,14,0,12,13,5,32,11.67
Stacy Turner,73458833,DAL,2023-08-14,4.0,26,1,18,15,13,7,6.5
James Harris,90946995,FTW,2023-08-14,9.2,103,0,3,12,7,12,11.2
Sarah Cook,26413709,SHV,2023-08-14,10.5,105,0,5,10,16,7,10.0
Amy Escobar,24798974,SHV,2023-08-14,7.3,50,0,10,17,16,12,6.85
Latoya Salazar,67499931,OKC,2023-08-14,6.6,34,0,4,18,3,12,5.15
Brenda Anderson,19927556,SHV,2023-08-14,2.8,20,1,3,17,9,18,7.14
Rachel Williams,82865659,FTW,2023-08-14,9.0,94,0,46,51,6,8,10.44
Dana Stewart,60786305,STX,2023-08-14,3.3,25,0,4,13,14,9,7.58
Sandra Harris,96132022,DAL,2023-08-14,0.9,10,0,3,4,9,13,11.11
James Roach,20716601,STX,2023-08-14,11.6,65,1,4,16,4,34,5.6
Anna Arnold,66814478,DAL,2023-08-14,9.5,80,3,10,19,7,31,8.42
Jose Mendoza,69637807,HOU,2023-08-14,10.0,120,1,6,19,45,15,12.0
Charles Lloyd,98201322,OKC,2023-08-14,3.1,19,1,17,16,19,10,6.13
Sheryl Hill,34639709,DAL,2023-08-14,1.2,12,1,4,10,2,16,10.0
David Murray,6339396,DAL,2023-08-14,5.1,11,0,19,15,56,3,2.16
Patricia Jackson,39617078,SHV,2023-08-14,4.4,14,0,2,6,15,12,3.18
Jordan Riggs,45897467,DAL,2023-08-14,5.6,65,1,7,4,11,12,11.61
Gregory Stewart,4886122,HOU,2023-08-14,11.6,77,1,9,17,6,3,6.64
Mark Collier,9309564,OKC,2023-08-14,6.5,55,0,17,4,4,16,8.46
Lauren Singleton,42856486,STX,2023-08-14,10.1,40,1,14,18,8,16,3.96
Ronald Duarte,50493362,SHV,2023-08-14,11.8,73,1,10,3,10,5,6.19
John White,93384238,STX,2023-08-14,2.0,20,0,5,2,19,49,10.0
Sandra Hopkins,48756022,DAL,2023-08-14,8.0,86,1,10,6,5,18,10.75
Jill Perez,18947956,DAL,2023-08-14,8.1,56,0,63,28,7,12,6.91
John Jones,77743148,HOU,2023-08-14,6.5,58,1,14,14,65,11,8.92
Valerie Martinez,11650492,FTW,2023-08-14,6.4,26,0,8,9,15,5,4.06
Chelsea Maddox,66295315,STX,2023-08-14,10.6,107,0,3,9,12,10,10.09
Chase Hammond,23514686,FTW,2023-08-14,2.1,22,1,10,11,6,15,10.48
Dorothy Mcbride,83218580,DAL,2023-08-14,3.3,32,0,12,8,5,6,9.7
Barbara Ryan,17568007,DAL,2023-08-14,1.9,4,0,5,5,4,18,2.11
Lynn Hawkins,87449731,HOU,2023-08-14,3.7,35,1,6,11,5,12,9.46
Clarence Gonzalez,2392005,HOU,2023-08-14,9.9,80,0,13,13,11,3,8.08
Anna Smith,2526554,FTW,2023-08-14,5.5,49,3,2,7,5,41,8.91
Peggy Tate,30840273,FTW,2023-08-14,10.7,120,1,6,11,11,6,11.21
Matthew Miles,88643207,FTW,2023-08-14,11.1,114,1,17,5,7,11,10.27
Ruth Hansen,26410811,OKC,2023-08-14,2.2,19,1,6,19,2,6,8.64
Melissa Jones,92375666,FTW,2023-08-14,7.6,69,1,4,2,13,13,9.08
Jose Lloyd,56962859,FTW,2023-08-14,1.2,10,1,11,3,58,15,8.33
Travis Hernandez,31868090,DAL,2023-08-14,1.0,3,0,4,17,60,66,3.0
Elaine Flores,82308356,OKC,2023-08-14,11.6,25,1,18,5,3,7,2.16
Kiara Williams,9364733,FTW,2023-08-14,7.6,73,0,26,63,15,6,9.61
Erin Johnson,47665349,HOU,2023-08-14,0.9,7,1,14,6,18,3,7.78
Kimberly Lawson,16559716,SHV,2023-08-14,1.2,11,0,15,4,16,15,9.17
Mary Watson,6002164,HOU,2023-08-14,11.7,66,0,13,5,15,51,5.64
David Newton,67750878,STX,2023-08-14,7.0,48,1,3,13,8,12,6.86
Rachel Parsons,26264579,FTW,2023-08-14,5.9,15,1,6,12,14,5,2.54
Karen Mathis,27600905,HOU,2023-08-14,6.7,15,0,4,16,6,4,2.24
Jennifer Bowman,59486462,FTW,2023-08-14,6.5,48,0,16,8,3,3,7.38
Patrick Small,39057094,HOU,2023-08-14,8.6,31,1,4,18,8,3,3.6
Jeremy Fry,1481337,STX,2023-08-14,1.2,8,0,5,16,11,11,6.67
Denise Sanchez,58873729,SHV,2023-08-14,7.9,74,0,7,15,30,17,9.37
Miranda West,46967111,STX,2023-08-14,3.9,38,1,17,2,17,17,9.74
Jose Carroll,34218855,FTW,2023-08-14,4.2,27,1,12,16,15,6,6.43
Roberto Alexander,57320968,FTW,2023-08-14,2.6,31,0,6,4,18,6,11.92
Colin King,27389471,OKC,2023-08-14,3.4,16,3,10,3,13,22,4.71
Ethan Gallegos,3536701,HOU,2023-08-14,8.2,58,0,15,9,18,6,7.07
Brittany Webb,37390235,FTW,2023-08-14,0.7,1,1,2,3,12,18,1.43
Austin Herrera,60256606,STX,2023-08-14,10.8,34,1,61,21,14,6,3.15
Bryan Pham,7886301,STX,2023-08-14,6.5,58,0,2,15,14,14,8.92
Brian Taylor,75222115,FTW,2023-08-14,1.7,14,1,5,7,17,13,8.24
Jennifer Brown,57107385,DAL,2023-08-14,10.8,118,0,18,7,18,12,10.93
Tiffany Smith,69716341,SHV,2023-08-14,2.2,25,1,4,12,10,14,11.36
Kristy Jacobs,68190334,HOU,2023-08-14,7.2,79,1,6,8,42,14,10.97
Tony Powell,20879496,DAL,2023-08-14,6.7,33,0,12,5,29,13,4.93
Brandon Moreno,4793547,DAL,2023-08-14,4.5,43,0,2,9,17,19,9.56
Anna Nelson,14325942,SHV,2023-08-14,11.3,117,1,5,8,15,54,10.35
Jacob Carr,74843235,DAL,2023-08-14,10.6,120,1,13,2,15,2,11.32
Pamela Maldonado,81354516,STX,2023-08-14,3.1,6,0,6,15,19,21,1.94
Ryan Porter,34435132,OKC,2023-08-14,9.7,70,0,2,18,14,4,7.22
Hunter Munoz,80766757,OKC,2023-08-14,3.6,39,0,17,3,18,18,10.83
James Bartlett,92131686,OKC,2023-08-14,2.1,20,1,17,19,5,16,9.52
John Woodward,43839176,DAL,2023-08-14,9.4,80,1,7,13,4,15,8.51
Tina Brown,60561543,DAL,2023-08-14,9.2,59,0,5,11,15,3,6.41
Tina Hernandez,72195856,STX,2023-08-14,0.8,6,0,3,5,8,5,7.5
Monique Ray,64606888,HOU,2023-08-14,3.8,37,1,42,36,5,3,9.74
Dave Graham,11267032,STX,2023-08-14,7.1,82,1,8,9,6,9,11.55
Timothy Mccormick,12800401,STX,2023-08-14,0.6,5,2,16,18,24,48,8.33
Adam Farmer,43978655,DAL,2023-08-14,11.1,86,0,9,8,12,16,7.75
Chris Madden,94850672,OKC,2023-08-14,4.6,50,1,18,8,16,19,10.87
Daniel Ibarra,42835825,HOU,2023-08-14,1.1,11,1,10,12,16,13,10.0
Gary Jennings,17112032,DAL,2023-08-14,8.9,43,1,17,16,9,11,4.83
Tracy Johnson,8933606,STX,2023-08-14,11.9,94,0,13,9,3,13,7.9
Sara Davis,40994287,FTW,2023-08-14,7.3,42,1,3,2,11,12,5.75
Michael Gonzales,94497229,DAL,2023-08-14,1.5,10,0,7,3,18,12,6.67
Michael Leach,87179195,STX,2023-08-14,6.0,27,1,6,10,7,5,4.5
Mark Flowers,41639238,HOU,2023-08-14,9.1,22,0,19,19,16,10,2.42
Janice Farmer,97058780,STX,2023-08-14,0.9,5,0,18,9,42,16,5.56
Jacob Hood,31301588,FTW,2023-08-14,9.2,79,0,9,13,16,47,8.59
Elizabeth Stevenson,94871444,STX,2023-08-14,6.9,58,1,10,14,19,6,8.41
Tanner Romero,34636635,SHV,2023-08-14,7.5,80,1,11,13,60,10,10.67
Karen Wells,69335321,FTW,2023-08-14,4.5,54,0,3,16,8,15,12.0
Erik Thompson,49016266,HOU,2023-08-14,8.3,62,0,54,57,11,13,7.47
Rhonda Brooks,13604223,OKC,2023-08-14,10.9,77,0,15,14,19,14,7.06
Brandon Harrell,33123179,SHV,2023-08-14,9.5,57,0,7,15,2,3,6.0
Caitlin George,47685118,HOU,2023-08-14,10.8,128,0,19,5,11,9,11.85
Eric Jackson,53018010,SHV,2023-08-14,7.8,53,0,11,13,16,10,6.79
Thomas Cummings,57246918,FTW,2023-08-14,2.6,21,1,19,2,15,49,8.08
Heather Fuller,16604091,STX,2023-08-14,0.7,1,0,16,19,11,8,1.43
Jimmy Ruiz,63589781,SHV,2023-08-14,1.0,4,3,9,3,4,30,4.0
Veronica Powell,36801459,OKC,2023-08-14,1.3,6,0,2,6,11,12,4.62
Wanda Stanton,4154277,STX,2023-08-14,11.5,52,0,11,5,17,13,4.52
Tami Cooke,14858504,DAL,2023-08-14,8.0,42,0,15,3,6,16,5.25
Lori Glover,31638930,FTW,2023-08-14,8.0,54,1,11,19,30,3,6.75
Cassandra Mckinney,6676986,FTW,2023-08-14,7.2,14,0,7,19,14,14,1.94
Amanda Edwards,65745320,OKC,2023-08-14,9.5,19,1,10,7,3,19,2.0
Stephanie Williams,94908655,STX,2023-08-14,5.2,54,0,2,16,6,18,10.38
Sean Jensen,35869513,OKC,2023-08-14,3.2,31,0,13,6,2,11,9.69
Vicki Lucas,12893340,DAL,2023-08-14,7.1,17,0,4,19,9,14,2.39
Chris Strong,75702629,HOU,2023-08-14,3.0,13,1,55,48,4,7,4.33
Melody Morris,47601713,STX,2023-08-14,5.9,66,1,3,14,6,23,11.19
Brent Farmer,88724736,HOU,2023-08-14,6.5,77,0,7,3,30,8,11.85
Kaitlyn Riley,59208620,FTW,2023-08-14,3.3,30,0,7,3,13,6,9.09
Hunter Woods,75028321,DAL,2023-08-14,9.6,74,0,7,9,10,17,7.71
Jared Brown,52539361,FTW,2023-08-14,5.9,34,0,3,3,19,11,5.76
Tammy Martinez,70842924,DAL,2023-08-14,5.3,62,0,3,16,18,3,11.7
Amy Griffin,18363974,FTW,2023-08-14,2.9,17,1,10,15,43,9,5.86
Susan Carlson,16135607,OKC,2023-08-14,10.2,114,1,18,15,13,4,11.18
Aaron Gaines,52252216,SHV,2023-08-14,8.8,45,0,11,12,19,10,5.11
Jacob Mccormick,72130366,SHV,2023-08-14,8.5,31,0,12,10,14,3,3.65
Timothy Doyle,7543154,FTW,2023-08-14,11.0,71,1,3,7,14,7,6.45
Alexandria Bass,21931263,SHV,2023-08-14,0.6,3,2,11,2,4,30,5.0
Monique Davis,39583203,STX,2023-08-14,11.4,120,1,8,14,14,16,10.53
James Rhodes,91962453,FTW,2023-08-14,0.6,7,1,14,4,13,2,11.67
Matthew Sanchez,96730712,FTW,2023-08-14,1.5,3,1,19,13,3,2,2.0
Seth Tran,26028559,SHV,2023-08-14,4.4,18,1,17,12,2,5,4.09
Jacob Taylor,82557048,SHV,2023-08-14,0.8,8,1,29,55,8,30,10.0
David West,97218182,FTW,2023-08-14,7.8,83,1,16,19,6,10,10.64
Christina Hernandez,73867417,OKC,2023-08-14,3.2,19,1,12,14,3,4,5.94
James Montoya,80808297,SHV,2023-08-14,3.4,12,0,3,18,58,4,3.53
James Cook,28080912,HOU,2023-08-14,3.5,14,0,5,3,16,3,4.0
Lisa Cox,85448011,OKC,2023-08-14,8.6,56,1,16,5,4,14,6.51
James Thompson,54275980,SHV,2023-08-14,9.8,32,1,14,15,12,27,3.27
Brandy Miller,17426573,DAL,2023-08-14,7.8,46,0,13,2,4,18,5.9
Matthew Smith,33080142,STX,2023-08-14,3.1,16,0,13,8,16,10,5.16
Jeffrey Smith,83152142,STX,2023-08-14,10.1,23,1,18,12,62,19,2.28
Bobby Cummings,30700646,HOU,2023-08-14,4.9,24,0,16,11,19,8,4.9
Sean Robertson,63184988,HOU,2023-08-14,3.3,10,0,19,18,10,6,3.03
Tammy Harris,75592235,STX,2023-08-14,11.6,45,1,9,8,19,5,3.88
Victoria Carlson,64573636,STX,2023-08-14,6.1,19,0,9,10,10,2,3.11
Ryan Brown,56185271,FTW,2023-08-14,11.1,122,1,16,16,4,8,10.99
Benjamin Stephens,34036186,DAL,2023-08-14,3.5,31,1,10,9,6,11,8.86
Douglas Nelson,7837865,OKC,2023-08-14,5.4,18,1,10,19,64,5,3.33
Monica Saunders,77624219,STX,2023-08-14,9.7,87,2,38,35,10,24,8.97
Anne French,35660979,DAL,2023-08-14,7.7,54,1,2,19,17,8,7.01
Brian Fisher,76391571,DAL,2023-08-14,10.4,106,1,10,10,15,2,10.19
Jeanne Williamson,71039737,DAL,2023-08-14,1.9,14,1,5,9,8,16,7.37
Douglas Nichols,77270999,SHV,2023-08-15,8.0,22,1,4,17,19,13,2.75
David Ford,9977034,FTW,2023-08-15,7.6,31,1,19,19,5,6,4.08
Sean Obrien,15537511,HOU,2023-08-15,7.9,41,1,4,10,17,12,5.19
Natalie Hopkins,40497336,SHV,2023-08-15,10.1,86,0,10,10,5,4,8.51
Stacy Turner,73458833,DAL,2023-08-15,3.6,43,1,11,13,18,18,11.94
James Harris,90946995,FTW,2023-08-15,9.5,75,0,7,18,12,14,7.89
Sarah Cook,26413709,SHV,2023-08-15,3.3,16,0,9,11,17,19,4.85
Amy Escobar,24798974,SHV,2023-08-15,5.4,36,1,14,17,19,47,6.67
Latoya Salazar,67499931,OKC,2023-08-15,5.7,39,1,10,2,62,40,6.84
Brenda Anderson,19927556,SHV,2023-08-15,8.8,17,0,2,12,12,19,1.93
Rachel Williams,82865659,FTW,2023-08-15,10.4,63,0,14,4,8,6,6.06
Dana Stewart,60786305,STX,2023-08-15,10.0,112,1,13,2,4,13,11.2
Sandra Harris,96132022,DAL,2023-08-15,7.4,84,0,15,10,63,13,11.35
James Roach,20716601,STX,2023-08-15,10.3,121,0,59,25,2,12,11.75
Anna Arnold,66814478,DAL,2023-08-15,10.8,80,1,4,17,6,9,7.41
Jose Mendoza,69637807,HOU,2023-08-15,2.6,25,0,17,10,14,10,9.62
Charles Lloyd,98201322,OKC,2023-08-15,7.0,51,1,7,2,18,18,7.29
Sheryl Hill,34639709,DAL,2023-08-15,5.8,46,1,2,13,7,6,7.93
David Murray,6339396,DAL,2023-08-15,2.3,24,3,12,4,9,23,10.43
Patricia Jackson,39617078,SHV,2023-08-15,6.8,66,1,9,2,9,4,9.71
Jordan Riggs,45897467,DAL,2023-08-15,5.3,52,1,8,11,18,9,9.81
Gregory Stewart,4886122,HOU,2023-08-15,6.5,61,0,13,14,21,12,9.38
Mark Collier,9309564,OKC,2023-08-15,6.5,51,1,3,14,5,9,7.85
Lauren Singleton,42856486,STX,2023-08-15,11.8,121,0,6,17,10,4,10.25
Ronald Duarte,50493362,SHV,2023-08-15,1.5,6,1,9,8,14,14,4.0
John White,93384238,STX,2023-08-15,1.1,7,1,19,15,17,9,6.36
Sandra Hopkins,48756022,DAL,2023-08-15,7.0,39,1,4,4,8,3,5.57
Jill Perez,18947956,DAL,2023-08-15,6.7,23,1,9,4,19,4,3.43
John Jones,77743148,HOU,2023-08-15,6.6,37,0,7,2,14,2,5.61
Valerie Martinez,11650492,FTW,2023-08-15,11.2,62,1,5,9,3,31,5.54
Chelsea Maddox,66295315,STX,2023-08-15,8.2,18,0,62,21,11,18,2.2
Chase Hammond,23514686,FTW,2023-08-15,6.0,52,1,17,18,8,13,8.67
Dorothy Mcbride,83218580,DAL,2023-08-15,5.7,49,1,18,4,9,5,8.6
Barbara Ryan,17568007,DAL,2023-08-15,9.4,68,0,4,17,15,17,7.23
Lynn Hawkins,87449731,HOU,2023-08-15,9.4,101,0,5,15,25,5,10.74
Clarence Gonzalez,2392005,HOU,2023-08-15,10.4,72,1,4,19,10,12,6.92
Anna Smith,2526554,FTW,2023-08-15,2.7,17,0,3,18,67,6,6.3
Peggy Tate,30840273,FTW,2023-08-15,7.7,45,0,10,6,5,33,5.84
Matthew Miles,88643207,FTW,2023-08-15,4.2,15,0,11,2,18,19,3.57
Ruth Hansen,26410811,OKC,2023-08-15,8.7,27,0,18,2,14,16,3.1
Melissa Jones,92375666,FTW,2023-08-15,3.7,33,3,5,13,13,39,8.92
Jose Lloyd,56962859,FTW,2023-08-15,3.7,10,1,9,6,3,18,2.7
Travis Hernandez,31868090,DAL,2023-08-15,5.6,60,0,6,11,16,18,10.71
Elaine Flores,82308356,OKC,2023-08-15,2.1,7,1,15,13,16,3,3.33
Kiara Williams,9364733,FTW,2023-08-15,11.3,71,1,14,8,17,3,6.28
Erin Johnson,47665349,HOU,2023-08-15,10.5,100,1,6,10,3,12,9.52
